Country,Date,Population,Cases,Active,Recovered,Deaths
Afghanistan,2020-01-01,39785041,50485,5785,42648,2051
Afghanistan,2020-02-01,39785041,42071,4822,42648,1709
Afghanistan,2020-03-01,39785041,42158,4904,42650,1711
Afghanistan,2020-04-01,39785041,43156,5745,42752,1741
Afghanistan,2020-05-01,39785041,49673,11631,43179,1838
Afghanistan,2020-06-01,39785041,57829,14977,48300,2082
Afghanistan,2020-07-01,39785041,60271,12527,52727,2344
Afghanistan,2020-08-01,39785041,84776,9683,94021,3463
Afghanistan,2020-09-01,39785041,85143,8897,94021,3482
Afghanistan,2020-10-01,39785041,85862,8233,94021,3508
Afghanistan,2020-11-01,39785041,87553,9023,94021,3587
Afghanistan,2020-12-01,39785041,89558,9606,94021,3729
Afghanistan,2021-01-01,39785041,90407,9135,94021,3797
Afghanistan,2021-02-01,39785041,90632,8042,94021,3810
Afghanistan,2021-03-01,39785041,90893,7730,94021,3825
Afghanistan,2021-04-01,39785041,92035,7746,94021,3873
Afghanistan,2021-05-01,39785041,96381,10503,94021,3987
Afghanistan,2021-06-01,39785041,112126,21125,94021,4650
Afghanistan,2021-07-01,39785041,121221,22306,94021,5241
Afghanistan,2021-08-01,39785041,123141,20298,94021,5370
Afghanistan,2021-09-01,39785041,123784,18166,94021,5398
Afghanistan,2021-10-01,39785041,124137,14046,94021,5422
Afghanistan,2021-11-01,39785041,124488,13136,94021,5432
Afghanistan,2021-12-01,39785041,124753,9545,94021,5448
Afghanistan,2022-01-01,39785041,126363,9356,94021,5467
Afghanistan,2022-02-01,39785041,129973,11061,94021,5530
Afghanistan,2022-03-01,39785041,131309,9765,94021,5552
Afghanistan,2022-04-01,39785041,131680,9483,94021,5557
Afghanistan,2022-05-01,39785041,131802,9510,94021,5559
Albania,2020-01-01,2874707,57294,983,55545,765
Albania,2020-02-01,2874707,47745,819,55545,638
Albania,2020-03-01,2874707,47866,907,55566,645
Albania,2020-04-01,2874707,48131,963,55733,653
Albania,2020-05-01,2874707,48313,950,55894,654
Albania,2020-06-01,2874707,49012,1326,56128,669
Albania,2020-07-01,2874707,50251,1844,56643,712
Albania,2020-08-01,2874707,97034,2318,137490,1323
Albania,2020-09-01,2874707,98413,2779,137490,1357
Albania,2020-10-01,2874707,100821,4033,137490,1398
Albania,2020-11-01,2874707,106590,7149,137490,1498
Albania,2020-12-01,2874707,113302,8906,137490,1622
Albania,2021-01-01,2874707,119905,10749,137490,1688
Albania,2021-02-01,2874707,129585,12840,137490,1827
Albania,2021-03-01,2874707,135582,12913,137490,1973
Albania,2021-04-01,2874707,137558,11438,137490,2026
Albania,2021-05-01,2874707,137968,7180,137490,2045
Albania,2021-06-01,2874707,138037,1112,137490,2047
Albania,2021-07-01,2874707,138223,1108,137490,2047
Albania,2021-08-01,2874707,142659,4337,137490,2061
Albania,2021-09-01,2874707,150573,5278,137490,2127
Albania,2021-10-01,2874707,155630,4141,137490,2203
Albania,2021-11-01,2874707,160511,3786,137490,2260
Albania,2021-12-01,2874707,163938,3206,137490,2300
Albania,2022-01-01,2874707,180054,9120,137490,2343
Albania,2022-02-01,2874707,184384,7007,137490,2384
Albania,2022-03-01,2874707,185089,1711,137490,2392
Albania,2022-04-01,2874707,185565,1146,137490,2393
Albania,2022-05-01,2874707,185721,1113,137490,2394
Algeria,2020-01-01,44625798,65483,19531,44089,1862
Algeria,2020-02-01,44625798,54569,16276,44089,1551
Algeria,2020-03-01,44625798,54927,16589,44115,1573
Algeria,2020-04-01,44625798,56572,17164,44800,1776
Algeria,2020-05-01,44625798,59266,17857,46388,1878
Algeria,2020-06-01,44625798,61522,17825,48048,2007
Algeria,2020-07-01,44625798,68959,20422,51624,2141
Algeria,2020-08-01,44625798,114645,33808,100804,3219
Algeria,2020-09-01,44625798,116990,34435,100804,3294
Algeria,2020-10-01,44625798,119128,35154,100804,3370
Algeria,2020-11-01,44625798,127547,38881,100804,3526
Algeria,2020-12-01,44625798,133017,39804,100804,3634
Algeria,2021-01-01,44625798,135593,40263,100804,3679
Algeria,2021-02-01,44625798,137511,40565,100804,3710
Algeria,2021-03-01,44625798,138878,40748,100804,3747
Algeria,2021-04-01,44625798,140516,41144,100804,3800
Algeria,2021-05-01,44625798,142785,41773,100804,3873
Algeria,2021-06-01,44625798,146356,42835,100804,3954
Algeria,2021-07-01,44625798,156944,47182,100804,4134
Algeria,2021-08-01,44625798,165174,49033,100804,4472
Algeria,2021-09-01,44625798,167600,49307,100804,4653
Algeria,2021-10-01,44625798,168631,49516,100804,4689
Algeria,2021-11-01,44625798,169991,49898,100804,4739
Algeria,2021-12-01,44625798,172624,50585,100804,4808
Algeria,2022-01-01,44625798,183853,55951,100804,4909
Algeria,2022-02-01,44625798,188126,56772,100804,4994
Algeria,2022-03-01,44625798,188371,56757,100804,5007
Algeria,2022-04-01,44625798,188407,56745,100804,5007
Algeria,2022-05-01,44625798,188419,56751,100804,5007
Andorra,2020-01-01,77386,8801,219,8530,51
Andorra,2020-02-01,77386,7334,183,8530,42
Andorra,2020-03-01,77386,7522,360,8534,48
Andorra,2020-04-01,77386,7707,435,8717,63
Andorra,2020-05-01,77386,7716,300,8808,68
Andorra,2020-06-01,77386,7762,215,8850,68
Andorra,2020-07-01,77386,7791,211,8851,68
Andorra,2020-08-01,77386,14758,420,20924,86
Andorra,2020-09-01,77386,15050,564,20924,86
Andorra,2020-10-01,77386,15952,785,20924,93
Andorra,2020-11-01,77386,16615,773,20924,93
Andorra,2020-12-01,77386,17049,608,20924,96
Andorra,2021-01-01,77386,17679,628,20924,102
Andorra,2021-02-01,77386,17988,570,20924,105
Andorra,2021-03-01,77386,18370,542,20924,106
Andorra,2021-04-01,77386,18777,564,20924,110
Andorra,2021-05-01,77386,18942,489,20924,110
Andorra,2021-06-01,77386,19003,389,20924,110
Andorra,2021-07-01,77386,19259,476,20924,111
Andorra,2021-08-01,77386,19377,462,20924,111
Andorra,2021-09-01,77386,19440,378,20924,111
Andorra,2021-10-01,77386,19538,397,20924,111
Andorra,2021-11-01,77386,20095,715,20924,112
Andorra,2021-12-01,77386,22280,1361,20924,115
Andorra,2022-01-01,77386,26352,2254,20924,116
Andorra,2022-02-01,77386,27033,1587,20924,118
Andorra,2022-03-01,77386,27708,587,20924,119
Andorra,2022-04-01,77386,28149,544,20924,119
Andorra,2022-05-01,77386,28418,676,20924,119
Angola,2020-01-01,33862788,20325,342,19582,401
Angola,2020-02-01,33862788,16937,285,19582,334
Angola,2020-03-01,33862788,16941,287,19582,335
Angola,2020-04-01,33862788,16951,294,19585,335
Angola,2020-05-01,33862788,16980,317,19589,336
Angola,2020-06-01,33862788,17079,374,19619,340
Angola,2020-07-01,33862788,17445,629,19679,356
Angola,2020-08-01,33862788,34443,839,48834,690
Angola,2020-09-01,33862788,35216,1312,48834,715
Angola,2020-10-01,33862788,37160,2434,48834,749
Angola,2020-11-01,33862788,38605,2679,48834,770
Angola,2020-12-01,33862788,39410,2681,48834,789
Angola,2021-01-01,33862788,40157,2353,48834,810
Angola,2021-02-01,33862788,40494,748,48834,824
Angola,2021-03-01,33862788,40996,775,48834,833
Angola,2021-04-01,33862788,42443,1091,48834,853
Angola,2021-05-01,33862788,45076,2293,48834,910
Angola,2021-06-01,33862788,46508,2379,48834,954
Angola,2021-07-01,33862788,47818,2167,48834,991
Angola,2021-08-01,33862788,49407,1815,48834,1060
Angola,2021-09-01,33862788,52641,2931,48834,1170
Angola,2021-10-01,33862788,55036,3865,48834,1224
Angola,2021-11-01,33862788,55281,3480,48834,1232
Angola,2021-12-01,33862788,60756,5444,48834,1244
Angola,2022-01-01,33862788,66264,6215,48834,1286
Angola,2022-02-01,33862788,66472,691,48834,1288
Angola,2022-03-01,33862788,66615,404,48834,1288
Angola,2022-04-01,33862788,66623,396,48834,1288
Angola,2022-05-01,33862788,66623,396,48834,1288
Anguilla,2020-02-01,15252,1492,29,2916,4
Anguilla,2020-03-01,15252,1493,30,2916,4
Anguilla,2020-04-01,15252,1493,31,2916,4
Anguilla,2020-05-01,15252,1493,29,2916,4
Anguilla,2020-06-01,15252,1493,29,2916,4
Anguilla,2020-07-01,15252,1493,29,2916,4
Anguilla,2020-08-01,15252,1493,29,2916,4
Anguilla,2020-09-01,15252,1493,29,2916,4
Anguilla,2020-10-01,15252,1493,29,2916,4
Anguilla,2020-11-01,15252,1495,31,2916,4
Anguilla,2020-12-01,15252,1498,33,2916,4
Anguilla,2021-01-01,15252,1500,30,2916,4
Anguilla,2021-02-01,15252,1501,30,2916,4
Anguilla,2021-03-01,15252,1504,31,2916,4
Anguilla,2021-04-01,15252,1538,61,2916,4
Anguilla,2021-05-01,15252,1546,62,2916,4
Anguilla,2021-06-01,15252,1546,29,2916,4
Anguilla,2021-07-01,15252,1548,30,2916,4
Anguilla,2021-08-01,15252,1600,52,2916,4
Anguilla,2021-09-01,15252,1696,65,2916,5
Anguilla,2021-10-01,15252,1964,85,2916,5
Anguilla,2021-11-01,15252,2185,91,2916,6
Anguilla,2021-12-01,15252,2329,84,2916,7
Anguilla,2022-01-01,15252,2654,124,2916,8
Anguilla,2022-02-01,15252,2769,58,2916,9
Anguilla,2022-03-01,15252,2842,38,2916,9
Anguilla,2022-04-01,15252,2886,37,2916,9
Anguilla,2022-05-01,15252,2984,59,2916,9
Antigua And Barbuda,2020-02-01,99439,3860,36,7511,68
Antigua And Barbuda,2020-03-01,99439,3864,40,7511,68
Antigua And Barbuda,2020-04-01,99439,3872,46,7511,70
Antigua And Barbuda,2020-05-01,99439,3873,40,7511,70
Antigua And Barbuda,2020-06-01,99439,3894,58,7511,70
Antigua And Barbuda,2020-07-01,99439,3906,58,7511,70
Antigua And Barbuda,2020-08-01,99439,3907,47,7511,70
Antigua And Barbuda,2020-09-01,99439,3911,39,7511,70
Antigua And Barbuda,2020-10-01,99439,3924,45,7511,70
Antigua And Barbuda,2020-11-01,99439,3931,41,7511,70
Antigua And Barbuda,2020-12-01,99439,3940,40,7511,71
Antigua And Barbuda,2021-01-01,99439,3977,61,7511,72
Antigua And Barbuda,2021-02-01,99439,4225,247,7511,75
Antigua And Barbuda,2021-03-01,99439,4428,264,7511,82
Antigua And Barbuda,2021-04-01,99439,4475,169,7511,84
Antigua And Barbuda,2021-05-01,99439,4490,104,7511,89
Antigua And Barbuda,2021-06-01,99439,4492,40,7511,89
Antigua And Barbuda,2021-07-01,99439,4512,49,7511,90
Antigua And Barbuda,2021-08-01,99439,4718,198,7511,90
Antigua And Barbuda,2021-09-01,99439,5476,544,7511,108
Antigua And Barbuda,2021-10-01,99439,5891,615,7511,119
Antigua And Barbuda,2021-11-01,99439,5931,144,7511,127
Antigua And Barbuda,2021-12-01,99439,6002,87,7511,128
Antigua And Barbuda,2022-01-01,99439,7174,662,7511,132
Antigua And Barbuda,2022-02-01,99439,7579,327,7511,136
Antigua And Barbuda,2022-03-01,99439,7606,54,7511,136
Antigua And Barbuda,2022-04-01,99439,7673,60,7511,136
Antigua And Barbuda,2022-05-01,99439,7721,73,7511,137
Antigua and Barbuda,2020-01-01,98010,44,7,35,1
Antigua and Barbuda,2020-02-01,98010,44,7,35,1
Antigua and Barbuda,2020-03-01,98010,48,11,35,1
Antigua and Barbuda,2020-04-01,98010,56,18,40,3
Antigua and Barbuda,2020-05-01,98010,57,11,44,3
Antigua and Barbuda,2020-06-01,98010,79,29,46,3
Antigua and Barbuda,2020-07-01,98010,87,29,67,3
Argentina,2020-01-01,45602529,1899386,58493,1813685,27207
Argentina,2020-02-01,45602529,1582821,48744,1813685,22673
Argentina,2020-03-01,45602529,1583348,49130,1813781,22694
Argentina,2020-04-01,45602529,1585035,50162,1814187,22841
Argentina,2020-05-01,45602529,1591247,54086,1815819,23088
Argentina,2020-06-01,45602529,1615086,68988,1822496,23680
Argentina,2020-07-01,45602529,1670510,95840,1842715,25110
Argentina,2020-08-01,45602529,3249083,107978,4497925,49613
Argentina,2020-09-01,45602529,3360171,112252,4497925,51087
Argentina,2020-10-01,45602529,3498812,125006,4497925,54660
Argentina,2020-11-01,45602529,3584682,119253,4497925,57236
Argentina,2020-12-01,45602529,3651676,118758,4497925,58741
Argentina,2021-01-01,45602529,3752251,125594,4497925,60318
Argentina,2021-02-01,45602529,3812293,119893,4497925,61648
Argentina,2021-03-01,45602529,3892778,130343,4497925,62946
Argentina,2021-04-01,45602529,4102292,163215,4497925,65615
Argentina,2021-05-01,45602529,4370432,191189,4497925,70357
Argentina,2021-06-01,45602529,4599962,190177,4497925,75761
Argentina,2021-07-01,45602529,4753092,168469,4497925,79567
Argentina,2021-08-01,45602529,4838378,151239,4497925,81597
Argentina,2021-09-01,45602529,4862138,133842,4497925,82719
Argentina,2021-10-01,45602529,4872773,74657,4497925,82976
Argentina,2021-11-01,45602529,4886754,73717,4497925,83189
Argentina,2021-12-01,45602529,4994640,143621,4497925,83383
Argentina,2022-01-01,45602529,5902723,387995,4497925,84751
Argentina,2022-02-01,45602529,6076723,237749,4497925,86377
Argentina,2022-03-01,45602529,6122475,97367,4497925,86999
Argentina,2022-04-01,45602529,6137387,86231,4497925,87206
Argentina,2022-05-01,45602529,6143611,92424,4497925,87236
Armenia,2020-01-01,2968684,100021,3946,94053,2021
Armenia,2020-02-01,2968684,83350,3288,94053,1684
Armenia,2020-03-01,2968684,83616,3537,94065,1685
Armenia,2020-04-01,2968684,84383,3840,94425,1700
Armenia,2020-05-01,2968684,87991,6170,95408,1749
Armenia,2020-06-01,2968684,96121,8986,99673,1905
Armenia,2020-07-01,2968684,102239,9359,104719,2044
Armenia,2020-08-01,2968684,168832,6087,221802,3424
Armenia,2020-09-01,2968684,171024,5038,221802,3451
Armenia,2020-10-01,2968684,184176,14290,221802,3578
Armenia,2020-11-01,2968684,199279,16897,221802,3853
Armenia,2020-12-01,2968684,207374,11041,221802,4072
Armenia,2021-01-01,2968684,209913,7757,221802,4158
Armenia,2021-02-01,2968684,211591,5306,221802,4195
Armenia,2021-03-01,2968684,218451,8592,221802,4303
Armenia,2021-04-01,2968684,226259,9042,221802,4501
Armenia,2021-05-01,2968684,228461,7689,221802,4611
Armenia,2021-06-01,2968684,229270,4873,221802,4636
Armenia,2021-07-01,2968684,230941,5116,221802,4669
Armenia,2021-08-01,2968684,234950,6660,221802,4746
Armenia,2021-09-01,2968684,241470,8084,221802,4904
Armenia,2021-10-01,2968684,257013,14219,221802,5241
Armenia,2021-11-01,2968684,267077,14436,221802,5654
Armenia,2021-12-01,2968684,269215,7787,221802,5789
Armenia,2022-01-01,2968684,276836,11151,221802,5816
Armenia,2022-02-01,2968684,294182,13650,221802,5952
Armenia,2022-03-01,2968684,295078,6159,221802,6002
Armenia,2022-04-01,2968684,295194,4532,221802,6005
Armenia,2022-05-01,2968684,295203,4160,221802,6006
Aruba,2020-02-01,107211,11985,142,17656,72
Aruba,2020-03-01,107211,12003,160,17656,72
Aruba,2020-04-01,107211,12018,165,17656,72
Aruba,2020-05-01,107211,12019,148,17656,73
Aruba,2020-06-01,107211,12019,143,17656,73
Aruba,2020-07-01,107211,12025,147,17656,73
Aruba,2020-08-01,107211,12654,553,17656,75
Aruba,2020-09-01,107211,13306,685,17656,81
Aruba,2020-10-01,107211,13489,357,17656,84
Aruba,2020-11-01,107211,13600,202,17656,87
Aruba,2020-12-01,107211,13815,239,17656,88
Aruba,2021-01-01,107211,14307,350,17656,91
Aruba,2021-02-01,107211,14615,264,17656,96
Aruba,2021-03-01,107211,15133,368,17656,100
Aruba,2021-04-01,107211,15531,377,17656,105
Aruba,2021-05-01,107211,15647,198,17656,107
Aruba,2021-06-01,107211,15698,164,17656,107
Aruba,2021-07-01,107211,15895,295,17656,108
Aruba,2021-08-01,107211,16844,557,17656,120
Aruba,2021-09-01,107211,17152,351,17656,127
Aruba,2021-10-01,107211,17293,218,17656,129
Aruba,2021-11-01,107211,17436,204,17656,130
Aruba,2021-12-01,107211,18805,1074,17656,132
Aruba,2022-01-01,107211,22985,1938,17656,136
Aruba,2022-02-01,107211,23213,238,17656,142
Aruba,2022-03-01,107211,23295,163,17656,142
Aruba,2022-04-01,107211,23600,184,17656,142
Aruba,2022-05-01,107211,23883,236,17656,143
Australia,2020-01-01,25789881,1325800,80141,1244015,1643
Australia,2020-02-01,25789881,1104841,66788,1244017,1369
Australia,2020-03-01,25789881,1106723,68549,1244144,1377
Australia,2020-04-01,25789881,1107588,68899,1245621,1407
Australia,2020-05-01,25789881,1107747,67204,1245875,1411
Australia,2020-06-01,25789881,1107991,67059,1245980,1412
Australia,2020-07-01,25789881,1111707,69609,1246640,1444
Australia,2020-08-01,25789881,2213143,134352,3105381,2910
Australia,2020-09-01,25789881,2213587,132524,3105381,2991
Australia,2020-10-01,25789881,2213758,131734,3105381,2998
Australia,2020-11-01,25789881,2213863,131670,3105381,2998
Australia,2020-12-01,25789881,2214030,131685,3105381,2998
Australia,2021-01-01,25789881,2214165,131717,3105381,2998
Australia,2021-02-01,25789881,2214218,131635,3105381,2998
Australia,2021-03-01,25789881,2214329,131666,3105381,2998
Australia,2021-04-01,25789881,2214495,131709,3105381,2999
Australia,2021-05-01,25789881,2214597,131706,3105381,2999
Australia,2021-06-01,25789881,2214765,131718,3105381,2999
Australia,2021-07-01,25789881,2215938,132608,3105381,3003
Australia,2021-08-01,25789881,2222512,137987,3105381,3031
Australia,2021-09-01,25789881,2239602,141750,3105381,3131
Australia,2021-10-01,25789881,2261381,141615,3105381,3289
Australia,2021-11-01,25789881,2274641,140145,3105381,3386
Australia,2021-12-01,25789881,2336396,177503,3105381,3467
Australia,2022-01-01,25789881,3033424,409919,3105381,4001
Australia,2022-02-01,25789881,3274921,231139,3105381,4500
Australia,2022-03-01,25789881,3709297,292721,3105381,4791
Australia,2022-04-01,25789881,4180663,299604,3105381,5090
Australia,2022-05-01,25789881,4388436,262180,3105381,5274
Austria,2020-01-01,9056841,850949,12256,834745,3947
Austria,2020-02-01,9056841,709129,10218,834745,3289
Austria,2020-03-01,9056841,714214,14690,835183,3354
Austria,2020-04-01,9056841,716850,14878,839908,3590
Austria,2020-05-01,9056841,717489,11121,840982,3632
Austria,2020-06-01,9056841,718007,10504,841336,3650
Austria,2020-07-01,9056841,719498,11013,842043,3655
Austria,2020-08-01,9056841,1420542,21036,2077740,6603
Austria,2020-09-01,9056841,1426333,22739,2077740,6625
Austria,2020-10-01,9056841,1446371,32065,2077740,6737
Austria,2020-11-01,9056841,1505548,45557,2077740,7495
Austria,2020-12-01,9056841,1531667,38020,2077740,8603
Austria,2021-01-01,9056841,1549528,26954,2077740,9153
Austria,2021-02-01,9056841,1564561,26470,2077740,9459
Austria,2021-03-01,9056841,1593472,31568,2077740,9745
Austria,2021-04-01,9056841,1617686,31943,2077740,10062
Austria,2021-05-01,9056841,1626334,27286,2077740,10207
Austria,2021-06-01,9056841,1628200,21343,2077740,10241
Austria,2021-07-01,9056841,1631081,21325,2077740,10253
Austria,2021-08-01,9056841,1640831,24629,2077740,10264
Austria,2021-09-01,9056841,1659094,27377,2077740,10348
Austria,2021-10-01,9056841,1688389,34649,2077740,10474
Austria,2021-11-01,9056841,1798061,70519,2077740,10889
Austria,2021-12-01,9056841,1837602,64558,2077740,11343
Austria,2022-01-01,9056841,2029922,121420,2077740,11478
Austria,2022-02-01,9056841,2304643,136259,2077740,11737
Austria,2022-03-01,9056841,2688412,169348,2077740,12124
Austria,2022-04-01,9056841,2791577,132912,2077740,12392
Austria,2022-05-01,9056841,2814448,45651,2077740,12441
Azerbaijan,2020-01-01,10228813,171266,2066,167077,2122
Azerbaijan,2020-02-01,10228813,142722,1722,167077,1768
Azerbaijan,2020-03-01,10228813,142870,1855,167087,1771
Azerbaijan,2020-04-01,10228813,143623,2145,167607,1780
Azerbaijan,2020-05-01,10228813,145468,2723,168448,1800
Azerbaijan,2020-06-01,10228813,151483,5520,170963,1875
Azerbaijan,2020-07-01,10228813,158183,6047,176374,1984
Azerbaijan,2020-08-01,10228813,287440,2927,406072,3574
Azerbaijan,2020-09-01,10228813,288704,1882,406072,3593
Azerbaijan,2020-10-01,10228813,293718,4849,406072,3639
Azerbaijan,2020-11-01,10228813,315687,16145,406072,3860
Azerbaijan,2020-12-01,10228813,348195,21993,406072,4276
Azerbaijan,2021-01-01,10228813,352034,10548,406072,4440
Azerbaijan,2021-02-01,10228813,353474,2412,406072,4469
Azerbaijan,2021-03-01,10228813,362532,7858,406072,4585
Azerbaijan,2021-04-01,10228813,381664,11925,406072,4901
Azerbaijan,2021-05-01,10228813,386613,9257,406072,5033
Azerbaijan,2021-06-01,10228813,387310,2574,406072,5054
Azerbaijan,2021-07-01,10228813,389911,3151,406072,5070
Azerbaijan,2021-08-01,10228813,416925,18894,406072,5274
Azerbaijan,2021-09-01,10228813,436595,18967,406072,5571
Azerbaijan,2021-10-01,10228813,452418,11223,406072,5754
Azerbaijan,2021-11-01,10228813,471401,11936,406072,6014
Azerbaijan,2021-12-01,10228813,480944,9688,406072,6182
Azerbaijan,2022-01-01,10228813,494785,9422,406072,6307
Azerbaijan,2022-02-01,10228813,537185,18226,406072,6535
Azerbaijan,2022-03-01,10228813,539272,4305,406072,6626
Azerbaijan,2022-04-01,10228813,539482,1300,406072,6632
Azerbaijan,2022-05-01,10228813,539507,1213,406072,6632
Bahamas,2020-01-01,396929,7002,303,6534,165
Bahamas,2020-02-01,396929,5835,253,6534,137
Bahamas,2020-03-01,396929,5842,259,6534,137
Bahamas,2020-04-01,396929,5876,279,6544,143
Bahamas,2020-05-01,396929,5886,280,6553,143
Bahamas,2020-06-01,396929,5887,274,6568,143
Bahamas,2020-07-01,396929,6058,424,6570,143
Bahamas,2020-08-01,396929,12283,897,16289,288
Bahamas,2020-09-01,396929,12884,1008,16289,303
Bahamas,2020-10-01,396929,13782,1193,16289,319
Bahamas,2020-11-01,396929,14057,1128,16289,326
Bahamas,2020-12-01,396929,14167,912,16289,328
Bahamas,2021-01-01,396929,14285,916,16289,330
Bahamas,2021-02-01,396929,14394,838,16289,331
Bahamas,2021-03-01,396929,14583,759,16289,334
Bahamas,2021-04-01,396929,15028,665,16289,338
Bahamas,2021-05-01,396929,15476,745,16289,350
Bahamas,2021-06-01,396929,15739,700,16289,356
Bahamas,2021-07-01,396929,16490,1056,16289,372
Bahamas,2021-08-01,396929,17655,1567,16289,407
Bahamas,2021-09-01,396929,18538,1586,16289,448
Bahamas,2021-10-01,396929,19013,1095,16289,486
Bahamas,2021-11-01,396929,19141,641,16289,495
Bahamas,2021-12-01,396929,19702,1067,16289,510
Bahamas,2022-01-01,396929,22398,2990,16289,520
Bahamas,2022-02-01,396929,22589,2847,16289,528
Bahamas,2022-03-01,396929,22638,2461,16289,534
Bahamas,2022-04-01,396929,22730,547,16289,537
Bahamas,2022-05-01,396929,22834,606,16289,538
Bahrain,2020-01-01,1759164,131873,2355,129162,355
Bahrain,2020-02-01,1759164,109915,1983,129162,296
Bahrain,2020-03-01,1759164,110178,2093,129280,298
Bahrain,2020-04-01,1759164,111418,2731,129762,300
Bahrain,2020-05-01,1759164,115628,4424,131831,305
Bahrain,2020-06-01,1759164,123273,4826,137695,339
Bahrain,2020-07-01,1759164,129885,4650,143606,367
Bahrain,2020-08-01,1759164,223952,4028,304851,608
Bahrain,2020-09-01,1759164,230250,5175,304851,628
Bahrain,2020-10-01,1759164,233843,4706,304851,652
Bahrain,2020-11-01,1759164,235614,3717,304851,658
Bahrain,2020-12-01,1759164,237520,3551,304851,662
Bahrain,2021-01-01,1759164,240981,4214,304851,670
Bahrain,2021-02-01,1759164,247426,5425,304851,694
Bahrain,2021-03-01,1759164,254777,5721,304851,718
Bahrain,2021-04-01,1759164,265606,6625,304851,760
Bahrain,2021-05-01,1759164,286805,12448,304851,871
Bahrain,2021-06-01,1759164,295237,12167,304851,995
Bahrain,2021-07-01,1759164,296357,3810,304851,1006
Bahrain,2021-08-01,1759164,297475,3227,304851,1007
Bahrain,2021-09-01,1759164,298314,3185,304851,1008
Bahrain,2021-10-01,1759164,298905,3069,304851,1009
Bahrain,2021-11-01,1759164,299192,2985,304851,1009
Bahrain,2021-12-01,1759164,300649,3957,304851,1009
Bahrain,2022-01-01,1759164,331487,17572,304851,1014
Bahrain,2022-02-01,1759164,378256,23176,304851,1029
Bahrain,2022-03-01,1759164,391451,11799,304851,1035
Bahrain,2022-04-01,1759164,396197,5013,304851,1036
Bahrain,2022-05-01,1759164,398961,4769,304851,1038
Bangladesh,2020-01-01,166298281,485777,44912,433785,7079
Bangladesh,2020-02-01,166298281,404814,37427,433785,5899
Bangladesh,2020-03-01,166298281,404840,37443,433795,5902
Bangladesh,2020-04-01,166298281,408648,41096,433849,5983
Bangladesh,2020-05-01,166298281,428391,55788,437697,6224
Bangladesh,2020-06-01,166298281,477556,79433,457634,6823
Bangladesh,2020-07-01,166298281,519833,86522,484058,7406
Bangladesh,2020-08-01,166298281,838553,80922,1021621,12238
Bangladesh,2020-09-01,166298281,855380,76480,1021621,12561
Bangladesh,2020-10-01,166298281,870115,69874,1021621,12785
Bangladesh,2020-11-01,166298281,889198,68573,1021621,13025
Bangladesh,2020-12-01,166298281,905391,68104,1021621,13330
Bangladesh,2021-01-01,166298281,912600,58418,1021621,13520
Bangladesh,2021-02-01,166298281,916293,58072,1021621,13613
Bangladesh,2021-03-01,166298281,937986,62279,1021621,13826
Bangladesh,2021-04-01,166298281,987265,76371,1021621,14627
Bangladesh,2021-05-01,166298281,1001067,63796,1021621,15017
Bangladesh,2021-06-01,166298281,1038640,69830,1021621,15645
Bangladesh,2021-07-01,166298281,1150715,95403,1021621,17706
Bangladesh,2021-08-01,166298281,1234427,92464,1021621,19542
Bangladesh,2021-09-01,166298281,1252858,57469,1021621,19981
Bangladesh,2021-10-01,166298281,1257400,46437,1021621,20100
Bangladesh,2021-11-01,166298281,1259649,45100,1021621,20138
Bangladesh,2021-12-01,166298281,1262734,45117,1021621,20168
Bangladesh,2022-01-01,166298281,1333832,109737,1021621,20275
Bangladesh,2022-02-01,166298281,1382080,119126,1021621,20490
Bangladesh,2022-03-01,166298281,1384746,73397,1021621,20518
Bangladesh,2022-04-01,166298281,1385118,55775,1021621,20520
Bangladesh,2022-05-01,166298281,1385214,51626,1021621,20520
Barbados,2020-01-01,287720,15300,873,14338,89
Barbados,2020-02-01,287720,12750,727,14338,74
Barbados,2020-03-01,287720,12767,744,14338,74
Barbados,2020-04-01,287720,12791,755,14353,78
Barbados,2020-05-01,287720,12796,745,14368,78
Barbados,2020-06-01,287720,12799,732,14374,78
Barbados,2020-07-01,287720,12805,732,14375,78
Barbados,2020-08-01,287720,25522,1462,35798,149
Barbados,2020-09-01,287720,25528,1460,35798,149
Barbados,2020-10-01,287720,25543,1458,35798,149
Barbados,2020-11-01,287720,25556,1458,35798,149
Barbados,2020-12-01,287720,25592,1471,35798,149
Barbados,2021-01-01,287720,25979,1700,35798,151
Barbados,2021-02-01,287720,26487,1722,35798,158
Barbados,2021-03-01,287720,26682,1663,35798,161
Barbados,2021-04-01,287720,26749,1488,35798,162
Barbados,2021-05-01,287720,26803,1469,35798,163
Barbados,2021-06-01,287720,26825,1472,35798,163
Barbados,2021-07-01,287720,26928,1517,35798,163
Barbados,2021-08-01,287720,27142,1561,35798,164
Barbados,2021-09-01,287720,28258,1815,35798,173
Barbados,2021-10-01,287720,31385,3480,35798,204
Barbados,2021-11-01,287720,33903,4271,35798,233
Barbados,2021-12-01,287720,34986,2403,35798,245
Barbados,2022-01-01,287720,40274,4863,35798,252
Barbados,2022-02-01,287720,43853,5717,35798,265
Barbados,2022-03-01,287720,45222,2020,35798,271
Barbados,2022-04-01,287720,48824,2826,35798,278
Barbados,2022-05-01,287720,50885,2920,35798,291
Belarus,2020-01-01,9446268,223724,2077,24849,1619
